叶子代码,叶子行业,股票代码,股票名称,最新权重
850782,工控设备,603203,快克智能,1.8628
850782,工控设备,603283,赛腾股份,3.8826
850782,工控设备,603583,捷昌驱动,1.6637
850782,工控设备,605288,凯迪股份,0.6199
850782,工控设备,688160,步科股份,1.5861
850782,工控设备,688395,正弦电气,0.2392
850782,工控设备,688698,伟创电气,1.7084
850782,工控设备,688777,中控技术,19.1116
850782,工控设备,001266,宏英智能,0.4161
850782,工控设备,688320,禾川科技,1.1987
850782,工控设备,688570,天玛智控,0.6287
850782,工控设备,301320,豪江智能,0.2962
850782,工控设备,301510,固高科技,1.5181
850782,工控设备,301418,协昌科技,0.3663
850782,工控设备,603275,众辰科技,0.5390
850782,工控设备,301633,港迪技术,0.3496
850782,工控设备,002184,海得控制,0.7515
850731,仪器仪表,002819,东方中科,0.9523
850731,仪器仪表,002849,威星智能,0.8236
850731,仪器仪表,300007,汉威科技,3.4692
850731,仪器仪表,300066,三川智慧,1.1718
850731,仪器仪表,300112,万讯自控,0.6194
850731,仪器仪表,300165,天瑞仪器,0.6954
850731,仪器仪表,300259,新天科技,1.3019
850731,仪器仪表,300306,远方信息,0.4176
850731,仪器仪表,300349,金卡智能,1.0599
850731,仪器仪表,300354,东华测试,0.7706
850731,仪器仪表,300370,安控科技,0.8816
850731,仪器仪表,300371,汇中股份,0.3538
850731,仪器仪表,300417,南华仪器,0.2838
850731,仪器仪表,300445,康斯特,0.7868
850731,仪器仪表,300515,三德科技,0.6667
850731,仪器仪表,300553,集智股份,1.4455
850731,仪器仪表,300557,理工光科,0.7427
850731,仪器仪表,300567,精测电子,18.0546
850731,仪器仪表,300667,必创科技,0.7693
850731,仪器仪表,300720,海川智能,2.3198
850731,仪器仪表,300862,蓝盾光电,0.8461
850731,仪器仪表,300897,山科智能,0.3642
850731,仪器仪表,300906,日月明,0.3168
850731,仪器仪表,301006,迈拓股份,0.2683
850731,仪器仪表,301129,瑞纳智能,0.3109
850731,仪器仪表,603100,川仪股份,1.6967
850731,仪器仪表,603662,柯力传感,2.8855
850731,仪器仪表,603700,宁水集团,0.7192
850731,仪器仪表,605056,咸亨国际,0.8484
850731,仪器仪表,688001,华兴源创,2.0752
850731,仪器仪表,688056,莱伯泰科,0.4806
850731,仪器仪表,688112,鼎阳科技,1.1375
850731,仪器仪表,688528,秦川物联,0.1844
850731,仪器仪表,688622,*ST禾信,1.2257
850731,仪器仪表,688628,优利德,1.5114
850731,仪器仪表,688665,四方光电,0.6285
850731,仪器仪表,688768,容知日新,0.9036
850731,仪器仪表,688115,思林杰,0.7005
850731,仪器仪表,688337,普源精电,1.2496
850731,仪器仪表,002175,*ST东智,0.9613
850731,仪器仪表,301197,工大科雅,0.5231
850731,仪器仪表,301303,真兰仪表,0.5954
850731,仪器仪表,301360,荣旗科技,0.6889
850731,仪器仪表,688627,精智达,16.7085
850731,仪器仪表,688610,埃科光电,1.5141
850731,仪器仪表,301528,多浦乐,0.6285
850731,仪器仪表,301413,安培龙,1.7505
850731,仪器仪表,300466,赛摩智能,0.5028
850731,仪器仪表,688583,思看科技,1.3506
850731,仪器仪表,688600,皖仪科技,0.6994
850731,仪器仪表,688808,联讯仪器,16.3038
850731,仪器仪表,300572,安车检测,1.4087
850731,仪器仪表,002767,先锋电子,0.4222
850716,其他通用设备,002444,巨星科技,11.2320
850716,其他通用设备,002598,ST章鼓,0.6233
850716,其他通用设备,002884,凌霄泵业,1.6867
850716,其他通用设备,300091,*ST金灵,1.3394
850716,其他通用设备,300126,锐奇股份,0.4188
850716,其他通用设备,300145,南方泵业,3.1831
850716,其他通用设备,300154,瑞凌股份,0.5905
850716,其他通用设备,300193,佳士科技,1.3677
850716,其他通用设备,300257,开山股份,3.9387
850716,其他通用设备,300263,隆华科技,3.0916
850716,其他通用设备,300420,五洋自控,3.2983
850716,其他通用设备,300441,鲍斯股份,1.2425
850716,其他通用设备,300470,中密控股,2.4739
850716,其他通用设备,300503,昊志机电,7.0172
850716,其他通用设备,300984,金沃股份,1.5695
850716,其他通用设备,300992,泰福泵业,0.5306
850716,其他通用设备,301028,鼎熔岩,0.7221
850716,其他通用设备,301032,新柴股份,0.4541
850716,其他通用设备,600243,*ST海华,0.5052
850716,其他通用设备,603090,宏盛股份,1.0452
850716,其他通用设备,603131,上海沪工,1.4873
850716,其他通用设备,603269,海鸥股份,2.0923
850716,其他通用设备,603331,百达精工,0.7500
850716,其他通用设备,603617,君禾股份,0.7486
850716,其他通用设备,603757,大元泵业,2.7172
850716,其他通用设备,605060,联德股份,1.7210
850716,其他通用设备,688360,德马科技,1.1297
850716,其他通用设备,688557,兰剑智能,0.8199
850716,其他通用设备,301107,瑜欣电子,0.3859
850716,其他通用设备,301125,腾亚精工,0.6251
850716,其他通用设备,600343,航天动力,3.4667
850716,其他通用设备,688333,铂力特,9.7423
850716,其他通用设备,688448,磁谷科技,1.2419
850716,其他通用设备,301273,瑞晨环保,1.0724
850716,其他通用设备,301311,昆船智能,0.5253
850716,其他通用设备,301317,鑫磊股份,1.1245
850716,其他通用设备,688433,华曙高科,5.6899
850716,其他通用设备,301353,普莱得,0.3270
850716,其他通用设备,301448,开创电气,0.7501
850716,其他通用设备,002272,川润股份,3.1484
850716,其他通用设备,300157,新锦动力,1.4934
850716,其他通用设备,301468,博盈特焊,1.5886
850716,其他通用设备,301616,浙江华业,0.3633
850716,其他通用设备,603279,景津装备,2.3675
850716,其他通用设备,000880,潍柴重机,2.5151
850716,其他通用设备,001696,宗申动力,5.7741
850711,机床工具,000837,秦川机床,8.4101
850711,机床工具,002248,华东数控,3.2567
850711,机床工具,002520,日发精机,5.0664
850711,机床工具,002559,亚威股份,7.5957
850711,机床工具,002903,宇环数控,3.8436
850711,机床工具,002943,宇晶股份,9.8139
850711,机床工具,003025,思进智能,2.6966
850711,机床工具,300161,华中数控,5.3680
850711,机床工具,300809,华辰装备,4.7268
850711,机床工具,601882,海天精工,3.9695
850711,机床工具,603088,宁波精达,3.5927
850711,机床工具,688305,科德数控,7.4315
850711,机床工具,688558,国盛智科,1.9943
850711,机床工具,688577,浙海德曼,4.3627
850711,机床工具,688697,纽威数控,5.0405
850711,机床工具,002122,ST汇洲,5.5686
850711,机床工具,301603,乔锋智能,7.0419
850711,机床工具,000410,沈阳机床,10.2194
850783,激光设备,002008,大族激光,35.7189
850783,激光设备,300227,光韵达,1.4678
850783,激光设备,300747,锐科激光,4.5343
850783,激光设备,301021,英诺激光,2.4769
850783,激光设备,688025,杰普特,8.5751
850783,激光设备,688518,联赢激光,2.1621
850783,激光设备,688559,海目星,3.4373
850783,激光设备,688170,德龙激光,1.4751
850783,激光设备,688646,ST逸飞,1.5296
850783,激光设备,300220,金运激光,0.2994
850783,激光设备,000988,华工科技,38.3230
850715,制冷空调设备,000811,冰轮环境,31.1370
850715,制冷空调设备,002158,汉钟精机,6.5383
850715,制冷空调设备,002639,雪人集团,8.4215
850715,制冷空调设备,002686,亿利达,1.8741
850715,制冷空调设备,300990,同飞股份,5.3897
850715,制冷空调设备,301018,申菱环境,19.0983
850715,制冷空调设备,603187,海容冷链,4.4603
850715,制冷空调设备,603277,银都股份,1.5045
850715,制冷空调设备,603339,四方科技,2.3571
850715,制冷空调设备,603912,佳力图,2.6396
850715,制冷空调设备,600202,哈空调,1.3204
850715,制冷空调设备,301399,英特科技,0.8037
850715,制冷空调设备,301272,英华特,0.8643
850715,制冷空调设备,301525,儒竞科技,2.9262
850715,制冷空调设备,301043,绿岛风,0.8812
850715,制冷空调设备,301070,开勒股份,5.1386
850715,制冷空调设备,001237,惠康科技,2.2440
850715,制冷空调设备,000530,冰山冷热,2.4002
850781,机器人,002747,埃斯顿,10.6209
850781,机器人,002979,雷赛智能,7.8481
850781,机器人,300024,机器人,13.5010
850781,机器人,300276,三丰智能,3.4488
850781,机器人,300607,拓斯达,6.7629
850781,机器人,301199,迈赫股份,0.8373
850781,机器人,603416,信捷电气,2.6615
850781,机器人,603666,亿嘉和,2.1407
850781,机器人,688017,绿的谐波,30.8402
850781,机器人,688090,瑞松科技,5.4235
850781,机器人,688165,埃夫特-U,3.3484
850781,机器人,688218,江苏北人,2.4537
850781,机器人,688255,凯尔达,1.1263
850781,机器人,688290,景业智能,1.6309
850781,机器人,301112,信邦智能,0.7979
850781,机器人,600215,派斯林,1.3385
850781,机器人,002698,博实股份,5.2183
850952,综合乘用车,000625,长安汽车,35.1757
850952,综合乘用车,600104,上汽集团,32.5147
850952,综合乘用车,601238,广汽集团,8.6584
850952,综合乘用车,601633,长城汽车,19.6046
850952,综合乘用车,000572,海马汽车,4.0463
850936,轨交设备Ⅲ,000925,众合科技,3.2127
850936,轨交设备Ⅲ,002972,科安达,0.9838
850936,轨交设备Ⅲ,300011,鼎汉技术,1.5518
850936,轨交设备Ⅲ,300351,永贵电器,1.8704
850936,轨交设备Ⅲ,300594,ST朗进,0.5480
850936,轨交设备Ⅲ,300851,交大思诺,0.4239
850936,轨交设备Ⅲ,300923,研奥股份,0.4869
850936,轨交设备Ⅲ,300960,通业科技,0.3863
850936,轨交设备Ⅲ,301016,雷尔伟,0.8023
850936,轨交设备Ⅲ,301048,金鹰重工,0.8570
850936,轨交设备Ⅲ,600495,晋西车轴,2.3425
850936,轨交设备Ⅲ,600528,中铁工业,4.9892
850936,轨交设备Ⅲ,601766,中国中车,44.4338
850936,轨交设备Ⅲ,603111,康尼机电,2.9074
850936,轨交设备Ⅲ,603500,祥和实业,0.9474
850936,轨交设备Ⅲ,603680,今创集团,0.8453
850936,轨交设备Ⅲ,605001,威奥股份,0.7137
850936,轨交设备Ⅲ,605298,必得科技,1.6875
850936,轨交设备Ⅲ,688009,中国通号,6.5360
850936,轨交设备Ⅲ,688015,交控科技,0.9648
850936,轨交设备Ⅲ,688033,*ST天宜,1.9184
850936,轨交设备Ⅲ,688187,时代电气,8.4779
850936,轨交设备Ⅲ,688285,高铁电气,0.4636
850936,轨交设备Ⅲ,688367,工大高科,0.8583
850936,轨交设备Ⅲ,688569,铁科轨道,0.6191
850936,轨交设备Ⅲ,000927,中国铁物,2.7705
850936,轨交设备Ⅲ,688459,哈铁科技,0.6558
850936,轨交设备Ⅲ,688485,九州一轨,3.0576
850936,轨交设备Ⅲ,001324,长青科技,1.0177
850936,轨交设备Ⅲ,000008,神州高铁,2.6689
850913,商用载客车,000957,中通客车,7.7523
850913,商用载客车,600066,宇通客车,77.9825
850913,商用载客车,600303,曙光股份,2.7060
850913,商用载客车,600686,金龙汽车,8.2832
850913,商用载客车,000868,安凯客车,3.2757
850912,商用载货车,000800,一汽解放,7.5284
850912,商用载货车,000951,中国重汽,14.2622
850912,商用载货车,301039,中集车辆,6.8666
850912,商用载货车,600006,东风股份,5.6153
850912,商用载货车,600166,福田汽车,16.3190
850912,商用载货车,600418,江淮汽车,39.8036
850912,商用载货车,600375,汉马科技,6.0014
850912,商用载货车,000550,江铃汽车,3.6029
858811,其他运输设备,300994,久祺股份,6.2547
858811,其他运输设备,600099,林海股份,7.6977
858811,其他运输设备,600679,上海凤凰,9.6920
858811,其他运输设备,603529,爱玛科技,41.8577
858811,其他运输设备,600818,ST中路,9.6281
858811,其他运输设备,301322,绿通科技,17.9633
858811,其他运输设备,002105,信隆健康,6.9061
859511,动力煤,000571,新大洲A,1.028
859511,动力煤,002128,电投能源,6.9522
859511,动力煤,600121,郑州煤电,0.6737
859511,动力煤,600188,兖矿能源,9.9658
859511,动力煤,600403,大有能源,0.5727
859511,动力煤,600546,山煤国际,3.2226
859511,动力煤,600971,恒源煤电,1.2986
859511,动力煤,601001,晋控煤业,3.9806
859511,动力煤,601088,中国神华,34.4736
859511,动力煤,601101,昊华能源,1.6789
859511,动力煤,601225,陕西煤业,22.9546
859511,动力煤,601898,中煤能源,6.2194
859511,动力煤,601918,新集能源,4.4102
859511,动力煤,600925,苏能股份,1.0402
859511,动力煤,000552,甘肃能化,1.5281
850751,金属制品,000777,中核科技,1.3189
850751,金属制品,002026,山东威达,0.8638
850751,金属制品,002132,恒星科技,1.6371
850751,金属制品,002164,宁波东力,1.0745
850751,金属制品,002342,巨力索具,1.4899
850751,金属制品,002347,泰尔股份,0.5479
850751,金属制品,002438,江苏神通,1.4783
850751,金属制品,002514,*ST宝馨,0.2142
850751,金属制品,002633,申科股份,0.2958
850751,金属制品,002795,永和智控,0.5423
850751,金属制品,002843,泰嘉股份,0.9380
850751,金属制品,002871,伟隆股份,0.5443
850751,金属制品,002877,智能自控,0.4529
850751,金属制品,002896,中大力德,2.2986
850751,金属制品,002931,锋龙股份,1.4935
850751,金属制品,300228,富瑞特装,1.2466
850751,金属制品,300260,新莱应材,3.4666
850751,金属制品,300402,宝色股份,0.4883
850751,金属制品,300421,力星股份,1.0314
850751,金属制品,300488,恒锋工具,0.3668
850751,金属制品,300780,德恩精工,0.4899
850751,金属制品,300817,双飞集团,0.3531
850751,金属制品,300828,锐新科技,0.3121
850751,金属制品,300838,浙江力诺,0.2089
850751,金属制品,300885,海昌新材,0.5494
850751,金属制品,300943,春晖智控,0.7934
850751,金属制品,300946,恒而达,0.5224
850751,金属制品,300985,致远新能,0.5959
850751,金属制品,600114,东睦股份,4.1513
850751,金属制品,600558,大西洋,0.9242
850751,金属制品,600592,龙溪股份,1.0057
850751,金属制品,600860,京城股份,0.4890
850751,金属制品,600992,贵绳股份,0.5285
850751,金属制品,601002,晋亿实业,0.8148
850751,金属制品,601177,杭齿前进,0.8858
850751,金属制品,603028,赛福天,0.3817
850751,金属制品,603278,大业股份,0.4630
850751,金属制品,603308,应流股份,6.4867
850751,金属制品,603667,五洲新春,4.0152
850751,金属制品,603699,纽威股份,3.9016
850751,金属制品,603915,国茂股份,0.9618
850751,金属制品,603969,银龙股份,1.2128
850751,金属制品,605100,华丰股份,1.0039
850751,金属制品,688059,华锐精密,2.1887
850751,金属制品,688257,新锐股份,5.4036
850751,金属制品,688308,欧科亿,3.3039
850751,金属制品,688355,明志科技,0.1841
850751,金属制品,688379,华光新材,0.8319
850751,金属制品,301137,哈焊华通,0.4703
850751,金属制品,301268,铭利达,0.6251
850751,金属制品,301151,冠龙节能,0.3578
850751,金属制品,002445,中南文化,1.3136
850751,金属制品,301309,万得凯,0.2121
850751,金属制品,301377,鼎泰高科,9.7679
850751,金属制品,301368,丰立智能,0.4823
850751,金属制品,301255,通力科技,0.1783
850751,金属制品,002131,利欧股份,7.1924
850751,金属制品,301261,恒工精密,0.6875
850751,金属制品,603270,金帝股份,0.5499
850751,金属制品,301548,崇德科技,0.5168
850751,金属制品,301559,中集环科,0.3728
850751,金属制品,001306,夏厦精密,0.2369
850751,金属制品,001379,腾达科技,0.3119
850751,金属制品,301596,瑞迪智驱,0.5229
850751,金属制品,300718,长盛轴承,2.1642
850751,金属制品,603400,华之杰,0.4120
850751,金属制品,301160,翔楼新材,1.1852
850751,金属制品,301307,美利信,1.8503
850751,金属制品,600889,*ST京化,1.0115
850751,金属制品,000039,中集集团,4.8221
850232,汽车经销商,600386,北巴传媒,16.8992
850232,汽车经销商,600653,申华控股,34.4116
850232,汽车经销商,600822,上海物贸,19.0377
850232,汽车经销商,600335,国机汽车,29.6513
858812,摩托车,003033,征和工业,2.6776
858812,摩托车,601777,千里科技,20.1121
858812,摩托车,603129,春风动力,37.4704
858812,摩托车,603766,隆鑫通用,20.0925
858812,摩托车,603776,永安行,3.3966
858812,摩托车,603787,新日股份,1.1119
858812,摩托车,301345,涛涛车业,10.7015
858812,摩托车,000913,钱江摩托,4.4370
850233,汽车综合服务,300825,阿尔特,25.9921
850233,汽车综合服务,601965,中国汽研,34.4658
850233,汽车综合服务,301215,中汽股份,10.7671
850233,汽车综合服务,600676,交运股份,20.9943
850233,汽车综合服务,000757,浩物股份,7.7805
850713,磨具磨料,002760,凤形股份,2.0123
850713,磨具磨料,300179,四方达,16.9639
850713,磨具磨料,300554,三超新材,1.7362
850713,磨具磨料,300606,金太阳,3.9136
850713,磨具磨料,300700,岱勒新材,6.2875
850713,磨具磨料,300818,耐普矿机,3.5107
850713,磨具磨料,300861,美畅股份,8.6453
850713,磨具磨料,600172,黄河旋风,14.4919
850713,磨具磨料,688028,沃尔德,12.4322
850713,磨具磨料,002046,国机精工,21.0027
850713,磨具磨料,600783,鲁信创投,5.9281
850713,磨具磨料,002282,博深股份,3.0749
850925,其他汽车零部件,002101,广东鸿图,1.9487
850925,其他汽车零部件,002328,新朋股份,2.2714
850925,其他汽车零部件,002510,天汽模,2.7930
850925,其他汽车零部件,002921,联诚精密,1.3848
850925,其他汽车零部件,002997,瑞鹄模具,2.2481
850925,其他汽车零部件,300473,德尔股份,1.7473
850925,其他汽车零部件,300643,万通智控,1.6177
850925,其他汽车零部件,300707,威唐工业,0.8765
850925,其他汽车零部件,300816,艾可蓝,1.5152
850925,其他汽车零部件,300912,凯龙高科,0.9839
850925,其他汽车零部件,300926,博俊科技,1.5854
850925,其他汽车零部件,300998,宁波方正,0.8941
850925,其他汽车零部件,301000,肇民科技,1.6292
850925,其他汽车零部件,301005,超捷股份,4.7075
850925,其他汽车零部件,301022,海泰科,0.7545
850925,其他汽车零部件,600480,凌云股份,4.0480
850925,其他汽车零部件,600523,贵航股份,1.6239
850925,其他汽车零部件,601279,英利汽车,0.8000
850925,其他汽车零部件,603006,联明股份,0.4918
850925,其他汽车零部件,603048,浙江黎明,0.4623
850925,其他汽车零部件,603109,神驰机电,0.9454
850925,其他汽车零部件,603197,保隆科技,2.9972
850925,其他汽车零部件,603239,浙江仙通,1.0489
850925,其他汽车零部件,603348,文灿股份,1.5520
850925,其他汽车零部件,603358,华达科技,5.0840
850925,其他汽车零部件,603655,朗博科技,0.6033
850925,其他汽车零部件,603768,常青股份,0.7437
850925,其他汽车零部件,603917,合力科技,1.0766
850925,其他汽车零部件,603922,ST金鸿顺,0.6456
850925,其他汽车零部件,605018,长华集团,0.8223
850925,其他汽车零部件,605319,无锡振华,1.9012
850925,其他汽车零部件,688021,奥福科技,0.5433
850925,其他汽车零部件,688737,中自科技,0.7922
850925,其他汽车零部件,301186,超达装备,1.1105
850925,其他汽车零部件,301181,标榜股份,0.7093
850925,其他汽车零部件,301298,东利机械,0.6469
850925,其他汽车零部件,301233,盛帮股份,0.5906
850925,其他汽车零部件,603211,晋拓股份,1.4631
850925,其他汽车零部件,002190,成飞集成,2.6909
850925,其他汽车零部件,002547,*ST春兴,1.1099
850925,其他汽车零部件,002965,祥鑫科技,5.4002
850925,其他汽车零部件,002976,瑞玛精密,1.2760
850925,其他汽车零部件,300237,ST美晨,1.2639
850925,其他汽车零部件,300969,恒帅股份,2.1475
850925,其他汽车零部件,603190,亚通精工,0.5847
850925,其他汽车零部件,001311,多利科技,1.0723
850925,其他汽车零部件,603119,浙江荣泰,9.2445
850925,其他汽车零部件,603201,常润股份,0.6448
850925,其他汽车零部件,301613,新铝时代,1.3806
850925,其他汽车零部件,301535,浙江华远,0.6214
850925,其他汽车零部件,603210,泰鸿万立,1.7631
850925,其他汽车零部件,002765,蓝黛科技,1.8764
850925,其他汽车零部件,603352,至信股份,0.7955
850925,其他汽车零部件,301680,固德电材,1.0614
850925,其他汽车零部件,000887,中鼎股份,9.4047
850922,车身附件及饰件,002048,宁波华翔,3.7439
850922,车身附件及饰件,002516,旷达科技,1.6100
850922,车身附件及饰件,002537,海联金汇,2.2151
850922,车身附件及饰件,002662,峰璟股份,1.2094
850922,车身附件及饰件,300100,双林股份,3.0867
850922,车身附件及饰件,300978,东箭科技,0.5761
850922,车身附件及饰件,301133,金钟股份,0.4013
850922,车身附件及饰件,600081,东风科技,0.5732
850922,车身附件及饰件,600609,金杯汽车,1.3348
850922,车身附件及饰件,600626,申达股份,0.8434
850922,车身附件及饰件,600660,福耀玻璃,36.5075
850922,车身附件及饰件,600741,华域汽车,10.4429
850922,车身附件及饰件,600742,富维股份,1.3894
850922,车身附件及饰件,603035,常熟汽饰,1.2129
850922,车身附件及饰件,603085,天成自控,0.9688
850922,车身附件及饰件,603306,华懋科技,7.5627
850922,车身附件及饰件,603730,岱美股份,1.9027
850922,车身附件及饰件,603997,继峰股份,3.8742
850922,车身附件及饰件,605068,明新旭腾,0.3559
850922,车身附件及饰件,605128,上海沿浦,1.8561
850922,车身附件及饰件,605228,神通科技,0.8374
850922,车身附件及饰件,603266,天龙股份,0.5991
850922,车身附件及饰件,300893,松原安全,0.9644
850922,车身附件及饰件,601799,星宇股份,5.3757
850922,车身附件及饰件,605151,西上海,0.3018
850922,车身附件及饰件,001319,铭科精技,0.4475
850922,车身附件及饰件,301398,星源卓镁,0.5039
850922,车身附件及饰件,001260,坤泰股份,0.3257
850922,车身附件及饰件,001278,一彬科技,0.3165
850922,车身附件及饰件,301529,福赛科技,2.0541
850922,车身附件及饰件,301552,科力装备,0.2851
850922,车身附件及饰件,300446,航天智造,1.7656
850922,车身附件及饰件,301173,毓恬冠佳,0.3637
850922,车身附件及饰件,603409,汇通控股,0.3987
850922,车身附件及饰件,603418,友升股份,0.8208
850922,车身附件及饰件,000700,模塑科技,2.9710
850924,轮胎轮毂,000599,青岛双星,2.0231
850924,轮胎轮毂,002085,万丰奥威,13.1038
850924,轮胎轮毂,002355,兴民智通,2.1304
850924,轮胎轮毂,002488,金固股份,5.3739
850924,轮胎轮毂,002725,跃岭股份,1.4776
850924,轮胎轮毂,002863,今飞凯达,1.6044
850924,轮胎轮毂,002984,森麒麟,7.5658
850924,轮胎轮毂,300428,立中集团,3.9028
850924,轮胎轮毂,300652,雷迪克,1.6313
850924,轮胎轮毂,300695,兆丰股份,1.3007
850924,轮胎轮毂,600182,S佳通,2.1828
850924,轮胎轮毂,600469,风神股份,1.4433
850924,轮胎轮毂,601058,赛轮轮胎,26.5642
850924,轮胎轮毂,601163,三角轮胎,3.4286
850924,轮胎轮毂,601500,通用股份,4.8868
850924,轮胎轮毂,601966,玲珑轮胎,7.3967
850924,轮胎轮毂,603335,迪生力,1.2618
850924,轮胎轮毂,301539,宏鑫科技,0.5866
850924,轮胎轮毂,603049,中策橡胶,5.3728
850924,轮胎轮毂,001233,海安集团,1.6347
850924,轮胎轮毂,000589,贵州轮胎,5.1271
850923,底盘与发动机系统,000338,潍柴动力,26.5300
850923,底盘与发动机系统,000559,万向钱潮,2.4052
850923,底盘与发动机系统,000570,苏常柴A,0.3142
850923,底盘与发动机系统,000581,威孚高科,1.6066
850923,底盘与发动机系统,000678,襄阳轴承,0.3953
850923,底盘与发动机系统,000816,智慧农业,0.5214
850923,底盘与发动机系统,000903,ST云动,0.4125
850923,底盘与发动机系统,002126,银轮股份,6.0587
850923,底盘与发动机系统,002265,建设工业,0.6924
850923,底盘与发动机系统,002283,天润工业,1.1618
850923,底盘与发动机系统,002284,亚太股份,0.7226
850923,底盘与发动机系统,002363,隆基机械,0.2788
850923,底盘与发动机系统,002406,远东传动,0.6844
850923,底盘与发动机系统,002434,万里扬,0.6938
850923,底盘与发动机系统,002448,中原内配,0.9810
850923,底盘与发动机系统,002472,双环传动,4.8050
850923,底盘与发动机系统,002536,飞龙股份,3.4712
850923,底盘与发动机系统,002553,南方精工,0.6297
850923,底盘与发动机系统,002590,万安科技,0.4402
850923,底盘与发动机系统,002592,ST八菱,0.2159
850923,底盘与发动机系统,002703,浙江世宝,0.7455
850923,底盘与发动机系统,002708,光洋股份,0.6724
850923,底盘与发动机系统,002715,登云股份,0.2152
850923,底盘与发动机系统,300176,鸿特科技,0.2388
850923,底盘与发动机系统,300258,精锻科技,0.4852
850923,底盘与发动机系统,300375,鹏翎股份,0.3366
850923,底盘与发动机系统,300507,苏奥传感,0.5899
850923,底盘与发动机系统,300547,川环科技,0.8365
850923,底盘与发动机系统,300580,贝斯特,0.7997
850923,底盘与发动机系统,300585,奥联电子,0.2489
850923,底盘与发动机系统,300611,美力科技,0.4272
850923,底盘与发动机系统,300680,隆盛科技,0.8458
850923,底盘与发动机系统,300694,蠡湖股份,0.2747
850923,底盘与发动机系统,300733,西菱动力,0.5030
850923,底盘与发动机系统,301007,德迈仕,0.6274
850923,底盘与发动机系统,301020,密封科技,0.1617
850923,底盘与发动机系统,301072,中捷精工,0.2297
850923,底盘与发动机系统,301119,正强股份,0.1469
850923,底盘与发动机系统,600148,长春一东,0.2016
850923,底盘与发动机系统,600178,东安动力,0.3843
850923,底盘与发动机系统,600218,全柴动力,0.4097
850923,底盘与发动机系统,600698,湖南天雁,0.4990
850923,底盘与发动机系统,600933,爱柯迪,1.2885
850923,底盘与发动机系统,600960,渤海汽车,0.3462
850923,底盘与发动机系统,601689,拓普集团,7.2941
850923,底盘与发动机系统,603009,北特科技,1.7562
850923,底盘与发动机系统,603013,亚普股份,0.3110
850923,底盘与发动机系统,603037,凯众股份,0.3157
850923,底盘与发动机系统,603040,新坐标,1.0115
850923,底盘与发动机系统,603089,正裕工业,0.1529
850923,底盘与发动机系统,603121,华培动力,0.3339
850923,底盘与发动机系统,603158,腾龙股份,0.5380
850923,底盘与发动机系统,603161,科华控股,0.3158
850923,底盘与发动机系统,603166,福达股份,0.4989
850923,底盘与发动机系统,603178,圣龙股份,0.3034
850923,底盘与发动机系统,603286,日盈电子,0.5378
850923,底盘与发动机系统,603305,旭升集团,0.7345
850923,底盘与发动机系统,603319,美湖股份,1.2602
850923,底盘与发动机系统,603586,金麒麟,0.1856
850923,底盘与发动机系统,603596,伯特利,2.6190
850923,底盘与发动机系统,603701,德宏股份,0.4603
850923,底盘与发动机系统,603758,秦安股份,0.2571
850923,底盘与发动机系统,603767,中马传动,0.2780
850923,底盘与发动机系统,603788,宁波高发,0.2519
850923,底盘与发动机系统,603809,豪能股份,0.9785
850923,底盘与发动机系统,603926,铁流股份,0.3351
850923,底盘与发动机系统,603949,雪龙集团,0.1573
850923,底盘与发动机系统,603950,长源东谷,1.4710
850923,底盘与发动机系统,603982,泉峰汽车,0.2138
850923,底盘与发动机系统,605088,冠盛股份,0.4690
850923,底盘与发动机系统,605133,嵘泰股份,0.6571
850923,底盘与发动机系统,605255,天普股份,0.4396
850923,底盘与发动机系统,688280,精进电动,0.3653
850923,底盘与发动机系统,000981,山子高科,1.9402
850923,底盘与发动机系统,301192,泰祥股份,0.1032
850923,底盘与发动机系统,001380,华纬科技,0.3891
850923,底盘与发动机系统,001282,三联锻造,0.1838
850923,底盘与发动机系统,301225,恒勃股份,0.4597
850923,底盘与发动机系统,301170,锡南科技,0.1371
850923,底盘与发动机系统,301397,溯联股份,0.4595
850923,底盘与发动机系统,002806,华锋股份,0.2652
850923,底盘与发动机系统,600841,动力新科,0.3530
850923,底盘与发动机系统,603107,上海汽配,0.3308
850923,底盘与发动机系统,301550,斯菱智驱,2.2892
850923,底盘与发动机系统,301229,纽泰格,0.2011
850923,底盘与发动机系统,301560,众捷汽车,0.2324
850923,底盘与发动机系统,001285,瑞立科密,0.3314
850923,底盘与发动机系统,301667,纳百川,0.2627
850923,底盘与发动机系统,600151,航天机电,1.5599
850923,底盘与发动机系统,603007,顺景科技,0.6141
850923,底盘与发动机系统,603960,克来机电,0.4532
850923,底盘与发动机系统,000030,富奥股份,0.3923
859521,焦炭Ⅲ,600408,安泰集团,7.4275
859521,焦炭Ⅲ,600725,云维股份,10.2325
859521,焦炭Ⅲ,600740,山西焦化,12.1915
859521,焦炭Ⅲ,600792,云煤能源,5.1316
859521,焦炭Ⅲ,601011,宝泰隆,13.3986
859521,焦炭Ⅲ,601015,陕西黑猫,10.5501
859521,焦炭Ⅲ,000723,美锦能源,41.0677
857351,硅料硅片,600438,通威股份,35.9666
857351,硅料硅片,688303,大全能源,12.4781
857351,硅料硅片,600481,双良节能,5.0982
857351,硅料硅片,603185,弘元绿能,6.6694
857351,硅料硅片,603398,*ST沐邦,3.4996
857351,硅料硅片,300345,华民股份,2.4988
